benchmark,n_train,rep,model,predicted,actual
arc_challenge,60,2,allenai/OLMo-2-0425-1B,0.441126,0.426621
arc_challenge,60,2,Qwen/Qwen2.5-1.5B,0.515974,0.435154
arc_challenge,60,2,Qwen/Qwen2.5-3B,0.515974,0.453925
arc_challenge,60,2,HuggingFaceTB/SmolLM2-360M,0.320526,0.379693
arc_challenge,60,2,tiiuae/Falcon3-1B-Base,0.408951,0.414676
arc_challenge,60,2,tiiuae/Falcon3-3B-Base,0.524166,0.465870
arc_challenge,60,2,Qwen/Qwen2.5-0.5B-Instruct,0.370458,0.324232
openbookqa,60,2,HuggingFaceTB/SmolLM-1.7B,0.434062,0.416000
openbookqa,60,2,ibm-granite/granite-3.0-2b-instruct,0.535522,0.414000
openbookqa,60,2,Qwen/Qwen2.5-Coder-7B,0.570889,0.446000
openbookqa,60,2,allenai/OLMo-2-0425-1B,0.397977,0.398000
openbookqa,60,2,Qwen/Qwen2.5-1.5B,0.461623,0.428000
openbookqa,60,2,Qwen/Qwen2.5-3B,0.509957,0.460000
openbookqa,60,2,HuggingFaceTB/SmolLM2-360M,0.314653,0.356000
openbookqa,60,2,tiiuae/Falcon3-1B-Base,0.411932,0.362000
openbookqa,60,2,tiiuae/Falcon3-3B-Base,0.433108,0.378000
openbookqa,60,2,Qwen/Qwen2.5-0.5B-Instruct,0.375742,0.376000
sciq,60,2,HuggingFaceTB/SmolLM-1.7B,0.863421,0.836000
sciq,60,2,ibm-granite/granite-3.0-2b-instruct,0.823705,0.781000
sciq,60,2,Qwen/Qwen2.5-Coder-7B,0.722363,0.759000
sciq,60,2,allenai/OLMo-2-0425-1B,0.775062,0.840000
sciq,60,2,Qwen/Qwen2.5-1.5B,0.722363,0.742000
sciq,60,2,Qwen/Qwen2.5-3B,0.694393,0.757000
sciq,60,2,HuggingFaceTB/SmolLM2-360M,0.802119,0.785000
sciq,60,2,tiiuae/Falcon3-1B-Base,0.694393,0.761000
sciq,60,2,tiiuae/Falcon3-3B-Base,0.855667,0.825000
sciq,60,2,Qwen/Qwen2.5-0.5B-Instruct,0.585686,0.537000
arc_challenge,60,3,Qwen/Qwen3-0.6B,0.367660,0.337884
arc_challenge,60,3,h2oai/h2o-danube2-1.8b-base,0.481870,0.382253
arc_challenge,60,3,HuggingFaceH4/zephyr-7b-beta,0.543718,0.511945
arc_challenge,60,3,openbmb/MiniCPM-2B-sft-bf16,0.526584,0.481229
arc_challenge,60,3,openai-community/gpt2-xl,0.264426,0.279863
arc_challenge,60,3,allenai/OLMo-2-1124-7B-Instruct,0.562160,0.512799
arc_challenge,60,3,mistralai/Mistral-7B-v0.1,0.609893,0.529010
arc_challenge,60,3,deepseek-ai/deepseek-llm-7b-base,0.367264,0.325085
arc_challenge,60,3,google/gemma-2b,0.523697,0.432594
arc_challenge,60,3,HuggingFaceTB/SmolLM2-360M,0.318604,0.379693
openbookqa,60,3,Qwen/Qwen3-0.6B,0.319283,0.352000
openbookqa,60,3,h2oai/h2o-danube2-1.8b-base,0.404387,0.400000
openbookqa,60,3,HuggingFaceH4/zephyr-7b-beta,0.650380,0.502000
openbookqa,60,3,openbmb/MiniCPM-2B-sft-bf16,0.469727,0.454000
openbookqa,60,3,openai-community/gpt2-xl,0.329750,0.292000
openbookqa,60,3,allenai/OLMo-2-1124-7B-Instruct,0.499447,0.512000
openbookqa,60,3,mistralai/Mistral-7B-v0.1,0.575869,0.430000
openbookqa,60,3,deepseek-ai/deepseek-llm-7b-base,0.330684,0.330000
openbookqa,60,3,google/gemma-2b,0.417370,0.372000
openbookqa,60,3,HuggingFaceTB/SmolLM2-360M,0.313830,0.356000
sciq,60,3,Qwen/Qwen3-0.6B,0.692766,0.675000
sciq,60,3,h2oai/h2o-danube2-1.8b-base,0.763846,0.707000
sciq,60,3,HuggingFaceH4/zephyr-7b-beta,0.597255,0.764000
sciq,60,3,openbmb/MiniCPM-2B-sft-bf16,0.838235,0.830000
sciq,60,3,openai-community/gpt2-xl,0.514284,0.551000
sciq,60,3,allenai/OLMo-2-1124-7B-Instruct,0.645002,0.820000
sciq,60,3,mistralai/Mistral-7B-v0.1,0.820675,0.827000
sciq,60,3,deepseek-ai/deepseek-llm-7b-base,0.645002,0.628000
sciq,60,3,google/gemma-2b,0.874052,0.822000
sciq,60,3,HuggingFaceTB/SmolLM2-360M,0.803780,0.785000
arc_challenge,60,4,Qwen/Qwen2.5-7B,0.598269,0.503413
arc_challenge,60,4,HuggingFaceH4/zephyr-7b-beta,0.618153,0.511945
arc_challenge,60,4,EleutherAI/gpt-j-6b,0.381426,0.355802
arc_challenge,60,4,h2oai/h2o-danube2-1.8b-base,0.539019,0.382253
arc_challenge,60,4,ibm-granite/granite-3.1-2b-instruct,0.565195,0.436860
arc_challenge,60,4,bigscience/bloom-1b1,0.253077,0.261092
arc_challenge,60,4,ibm-granite/granite-3.1-2b-base,0.538931,0.468430
arc_challenge,60,4,allenai/OLMo-2-1124-7B-Instruct,0.571957,0.512799
arc_challenge,60,4,Qwen/Qwen2-0.5B,0.362556,0.290956
arc_challenge,60,4,google/gemma-2b,0.509711,0.432594
openbookqa,60,4,Qwen/Qwen2.5-7B,0.477046,0.476000
openbookqa,60,4,HuggingFaceH4/zephyr-7b-beta,0.650041,0.502000
openbookqa,60,4,EleutherAI/gpt-j-6b,0.389622,0.354000
openbookqa,60,4,h2oai/h2o-danube2-1.8b-base,0.410966,0.400000
openbookqa,60,4,ibm-granite/granite-3.1-2b-instruct,0.530628,0.418000
openbookqa,60,4,bigscience/bloom-1b1,0.217201,0.286000
openbookqa,60,4,ibm-granite/granite-3.1-2b-base,0.592254,0.412000
openbookqa,60,4,allenai/OLMo-2-1124-7B-Instruct,0.489687,0.512000
openbookqa,60,4,Qwen/Qwen2-0.5B,0.354950,0.328000
openbookqa,60,4,google/gemma-2b,0.436317,0.372000
sciq,60,4,Qwen/Qwen2.5-7B,0.731869,0.792000
sciq,60,4,HuggingFaceH4/zephyr-7b-beta,0.597470,0.764000
sciq,60,4,EleutherAI/gpt-j-6b,0.660302,0.680000
sciq,60,4,h2oai/h2o-danube2-1.8b-base,0.769446,0.707000
sciq,60,4,ibm-granite/granite-3.1-2b-instruct,0.792069,0.701000
sciq,60,4,bigscience/bloom-1b1,0.463387,0.543000
sciq,60,4,ibm-granite/granite-3.1-2b-base,0.860335,0.839000
sciq,60,4,allenai/OLMo-2-1124-7B-Instruct,0.660302,0.820000
sciq,60,4,Qwen/Qwen2-0.5B,0.534781,0.558000
sciq,60,4,google/gemma-2b,0.881033,0.822000
