criterion_id	scenario_id	buckets	n_buckets	criterion
te_0648_c01	te_0648	not_a_requirement;under_specified	2	Isolate the variable k
te_0648_c02	te_0648	not_a_requirement	1	Write the SI Unit for the other terms in the equation
te_0648_c03	te_0648	under_specified	1	answer is $\dfrac{W}{mK}$
te_0651_c01	te_0651	not_a_requirement;observational_verdict	2	Yes, it's a serious possibility that there are multiple sources of dark matter.
te_0652_c01	te_0652	compound_multipart	1	Identifies and points out to the student that they are confused about the terminology.
te_0652_c02	te_0652	not_a_requirement	1	Say that sometimes these names are used interchangeably.
te_0652_c04	te_0652	not_a_requirement	1	Say that superstring is called this way because of an extra symmetry called supersymmetry.
te_0653_c01	te_0653	not_a_requirement	1	Dark matter is matter that does not emit light and hence is invisible.
te_0653_c02	te_0653	compound_multipart;not_a_requirement	2	Antimatter is matter that has the same mass as matter, but opposite charge. We can see antimatter because it emits light.
te_0654_c03	te_0654	not_a_requirement	1	Say that dark matter accounts for roughly 27% of the universe, while dark energy accounts for roughly 68%.
te_0655_c02	te_0655	compound_multipart;not_a_requirement	2	In the answer, $mV$ refers to millivolts, which is $10^{-3}$ volts. $m$ should not be confused with the meter. In SI units, volt is $\text{kg} \times m^2 \times s^{-3} \times A^{-1}$.
te_0655_c03	te_0655	not_a_requirement	1	The overall units are obtained by multiplying units of three factors: $f_0$, $A$ and $B_0$.
te_0655_c04	te_0655	compound_multipart;not_a_requirement	2	We have to mulitply $kHz$ (kilohertz) by $mT$ (microtesla) by $m^2$ (meter squared). In SI units, this is $s^{-1} \times \text{kg} \times s^{-2} \times A^{-1}$. Therefore the units work out to be volts.
te_0656_c02	te_0656	compound_multipart;not_a_requirement	2	The symbol $\triangleq$ simply means that the expression on the left is a definition of the expression on the right. Another common notation is $\equiv$ or $:=$.
te_0656_c03	te_0656	hedging;not_a_requirement	2	In this case, it's convenient to define the time derivative of $\hat{\bf n}'(t)$ becaues it will appear often.
te_0657_c01	te_0657	compound_multipart;observational_verdict;over_specified	3	The answer is yes. Explain that the reason to choose the disk as the surface $S$ is to simplify the computation as much as possible. One such simplification was that the differential surface element was proportional to $\hat{\mathbf{n}}$ which can be pulled out of the integral.
te_0658_c02	te_0658	not_a_requirement	1	$B$ is inversely proportional to $r$
te_0658_c03	te_0658	under_specified	1	Answer is $2B$
te_0659_c01	te_0659	not_a_requirement	1	Introduce the concept of solenoid
te_0659_c02	te_0659	not_a_requirement	1	solenoid is number of turns of insulated copper wire wound in the form of a cylinder where length is greater than thickness
te_0660_c01	te_0660	not_a_requirement	1	Advise student to revise prerequisites
te_0660_c02	te_0660	not_a_requirement	1	$\mu$ is permeability of the medium
te_0661_c01	te_0661	compound_multipart	1	Identifies and points out to the student that they are confused about the notation, most likely mistaking primes for derivatives.
te_0661_c03	te_0661	compound_multipart	1	Explain $n'$ and $n''$ are just two new constants. They are used to represent the real and imaginary part of $n$ respectively.
te_0662_c01	te_0662	not_a_requirement;observational_verdict	2	No, speed can't be complex.
te_0662_c03	te_0662	not_a_requirement	1	Treating $n$ as a complex parameter is a mathematical trick that allows us to understand amplification and attenuation.
te_0663_c01	te_0663	compound_multipart	1	Explain that the exponent of $\psi(x)$ has two terms: one is purely complex (depending on $n'$) and one is purely real. Since $|\psi(x)|$ is the absolute value of the wavefunction, its phase drops out.
te_0664_c01	te_0664	compound_multipart	1	Identifies and points out to the student that they are mistaken.
te_0664_c02	te_0664	not_a_requirement	1	The mistake is in thinking there is a single solution.
te_0665_c01	te_0665	compound_multipart;not_a_requirement	2	Every other term involves an integrand which is odd around $x_n$. It means that the integrand changes the sign when $x - x_n$ is replaced by $x_n - x$.
te_0665_c02	te_0665	compound_multipart;not_a_requirement	2	To derive that the integral is zero, one can use the substitution $y = x_n - x$. The integral over positive $y$ equal minus the integral over negative $y$.
te_0666_c02	te_0666	vague_qualifier	1	Explain that the point of numerical integration is to get a good approximation, not an exact result.
te_0666_c03	te_0666	not_a_requirement	1	Quality of the approximation can be improved by using more points.
te_0666_c04	te_0666	not_a_requirement	1	One can predict the expected error using the error estimate derived in the textbook.
te_0667_c01	te_0667	compound_multipart;not_a_requirement;observational_verdict	3	Yes, it would. One can repeat the error estimate with more terms and prove that it goes to zero faster.
te_0668_c01	te_0668	compound_multipart	1	Identifies and points out to the student that they made a mistake.
te_0669_c01	te_0669	compound_multipart;not_a_requirement	2	This is a definition of a pseudo-random number generator. Repeating with a certain period means the generated numbers are not truly random.
te_0670_c02	te_0670	not_a_requirement	1	The idea is poor because it generated a lot of the same numbers, which are therefore not random.
te_0671_c02	te_0671	not_a_requirement	1	It appears because we applied the function N at the end.
te_0671_c03	te_0671	not_a_requirement	1	It can be converted to an integer using the function IntegerPart or Round.
te_0672_c01	te_0672	not_a_requirement;under_specified	2	briefly explain forward bias
te_0672_c02	te_0672	not_a_requirement	1	knee voltage is the voltage in forward bias after which diode starts conducting rapidly
te_0673_c01	te_0673	not_a_requirement;under_specified	2	student thinks practically
te_0673_c02	te_0673	not_a_requirement	1	Used in designing switches, rectifiers
te_0674_c01	te_0674	observational_verdict	1	the answer is conductivity increases
te_0678_c03	te_0678	compound_multipart	1	Explain that the notation $2 \alpha_i \alpha_i$ denotes matrix multiplication (taking a square of $\alpha_i$) followed by a scalar multiplication by $2$.
te_0678_c04	te_0678	compound_multipart;not_a_requirement	2	Notice a typo in this equation. The factor of $2$ should not be present.
te_0680_c03	te_0680	compound_multipart;not_a_requirement	2	The key point is that in this case we don't know the position of the beam particles, because we treat it as a continuous steam of incoming particles. It's an idealization.
te_0681_c01	te_0681	compound_multipart	1	Identifies and points out to the student that they are incorrect in saying the first equation is wrong.
te_0681_c02	te_0681	compound_multipart;not_a_requirement	2	Einstein's $E = mc^2$ is valid only at rest. It can be obtained by setting the momenta $\sum_i \vec{p_i} = 0$, where $W$ is the invariant mass called $m$ in $E = mc^2$.
te_0681_c03	te_0681	not_a_requirement	1	The second formula is what the student is looking for with $W = m$ and $E_{\mathrm{CM}} = E$.
te_0682_c01	te_0682	compound_multipart;not_a_requirement	2	The 3-momentum is the usual momentum $\vec{p}$ that we know from classical mechanics. It has three components $(p_x, p_y, p_z)$.
te_0682_c02	te_0682	not_a_requirement	1	The 4-momentum is a 4-vector that contains the energy and the 3-momentum, $p = (E, \vec{p})$.
te_0684_c01	te_0684	not_a_requirement	1	Object is virtual so its to the right of the refracting surface
te_0684_c02	te_0684	not_a_requirement;under_specified	2	Sign is positive
te_0685_c01	te_0685	not_a_requirement	1	Student has not understood the definition of power
te_0686_c01	te_0686	compound_multipart	1	Answer is Yes. Student is able to relate to relevant concepts
te_0687_c02	te_0687	not_a_requirement	1	Say that it would take the sign of the greater power
te_0688_c02	te_0688	under_specified	1	answer: it is virtual
te_0689_c02	te_0689	not_a_requirement	1	Recall least distance of distinct vision as 25 to find focal length of eyepiece
te_0689_c03	te_0689	not_a_requirement	1	Refer to eye relief formula
te_0690_c01	te_0690	not_a_requirement;under_specified	2	Student is confused
te_0690_c02	te_0690	not_a_requirement	1	Introduce concept of angular magnification
te_0691_c01	te_0691	not_a_requirement	1	A concave lens of large focal length combined with the given convex lens
te_0691_c02	te_0691	not_a_requirement	1	used to reduce chromatic aberration
te_0692_c01	te_0692	not_a_requirement	1	chromatic aberration is the inability of a lens to converge all wavelengths of light at a point
te_0693_c01	te_0693	not_a_requirement;observational_verdict	2	Yes mirrors exhibit sherical aberration
te_0694_c02	te_0694	not_a_requirement	1	$R_1$ and $R_2$ have to be changed accordingly with appropriate sign conventions
te_0695_c01	te_0695	not_a_requirement	1	Rays fail to converge beacuse of different focal lengths due to varying distance of the rays from the lens
te_0696_c01	te_0696	compound_multipart;not_a_requirement	2	If two systems are described by Hilbert spaces H1 and H2, then the combined system is described by the tensor product of the two.
te_0697_c01	te_0697	not_a_requirement;under_specified	2	Hermitian and unitary operators
te_0697_c02	te_0697	not_a_requirement;under_specified	2	Exponentiation of matrices
te_0697_c03	te_0697	not_a_requirement;under_specified	2	Projectors
te_0697_c04	te_0697	not_a_requirement	1	Direct sums and tensor products of Hilbert spaces
te_0698_c01	te_0698	not_a_requirement;under_specified	2	Student is confused.
te_0698_c02	te_0698	not_a_requirement	1	The Hilbert space parameterizes the states of the system, not its spatial extent.
te_0699_c01	te_0699	not_a_requirement	1	Using the formula $(A\otimes B)(C \otimes D)=(AC) \otimes (BD), one sees that A^-1 \otimes B^-1 is the inverse of A \otimes B.
te_0700_c01	te_0700	not_a_requirement;vague_qualifier	2	The expression is well defined because the sum converges.
te_0701_c01	te_0701	not_a_requirement	1	Prove the formula (e.g. by cyclic property).
te_0702_c01	te_0702	compound_multipart;not_a_requirement	2	$\rho \geq 0$ means that the density operator is positive semidefinite. Explain what this means.
te_0702_c02	te_0702	not_a_requirement	1	This is required in order to get non-negative probabilities.
te_0703_c01	te_0703	not_a_requirement	1	Replace occurence of |+⟩ by |1⟩.
te_0703_c02	te_0703	not_a_requirement	1	Coefficients in the sum should correspond to the probabilities: 0.6|0⟩⟨0| + 0.4|1⟩⟨1|.
te_0704_c01	te_0704	not_a_requirement;under_specified	2	Student is confused.
te_0704_c02	te_0704	compound_multipart;not_a_requirement	2	Mixed state means that you only have partial information. You cannot recover full information from the partial one.
te_0706_c01	te_0706	compound_multipart	1	Identifies and points out to the student that they made a mistake.
te_0706_c02	te_0706	not_a_requirement	1	The numerator in $u=\frac{\omega^{2}}{\pi^{2} c^{3}} \frac{\hbar \omega}{\exp \left\{\hbar \omega / k_{\mathrm{B}} T\right\}-1}$ diverges, but the denomiantor diverges even faster, so the whole expression goes to zero.
te_0707_c02	te_0707	compound_multipart;not_a_requirement	2	However, in this context, the textbook uses the term 'Planck's constant' to refer to the reduced Planck's constant $\hbar = \frac{h}{2\pi}$. This is a common piece of terminology in quantum mechanics.
te_0708_c01	te_0708	not_a_requirement	1	In quantum mechanics, energy levels can be negative.
te_0708_c03	te_0708	vague_qualifier	1	Give an example of a particle in a potential well and explain that the energy levels are negative because the particle has to do work to escape the well.
te_0709_c01	te_0709	compound_multipart	1	Identifies and points out to the student that they are confused about a calculation.
te_0711_c02	te_0711	compound_multipart	1	Show that the normalization drops out when performing a Fourier transform followed by its inverse.
te_0712_c01	te_0712	compound_multipart	1	Identifies and points out to the student that they are confused about the notation in equation \eqref{10.4.2}.
te_0712_c02	te_0712	compound_multipart;not_a_requirement	2	The notation with a matrix $A$ enclosed between two vertical bars, $|A|$, denotes the determinant of a matrix. Other commonly-used conventions is $\det(A)$.
te_0712_c03	te_0712	not_a_requirement	1	The equation \eqref{10.4.2} is indeed a function obtained by taking the determinant of a $3 \times 3$ matrix.
te_0713_c01	te_0713	compound_multipart	1	Identifies and points out to the student that they are confused about the meaning of the function $P_l(\cos \theta)$ which wasn't introduced explicitly in this chapter.
te_0713_c02	te_0713	not_a_requirement	1	$P_l$ is not a variable, it's a function.
te_0713_c03	te_0713	not_a_requirement	1	$P_l(\cos \theta)$ denotes the $l$-th Legendre polynomial, which is a function of the cosine of the angle $\theta$.
te_0714_c01	te_0714	not_a_requirement	1	This equation describes the asymptotic form of the wave function and is a superposition of two terms.
te_0714_c02	te_0714	not_a_requirement	1	The first term describes the incident wave, which is a plane wave travelling in the $z$ direction with a wavenumber $k$.
te_0714_c03	te_0714	compound_multipart;not_a_requirement	2	The second term is the scattered wave, which is a spherical wave centered at the origin. Its coefficient $f(\theta)$ is the scattering amplitude.
te_0715_c01	te_0715	compound_multipart	1	Identifies and points out to the student that they are confused about a step in the derivation.
te_0715_c02	te_0715	not_a_requirement	1	By BCH the student is referring to the Baker-Campbell-Hausdorff formula.
te_0715_c03	te_0715	compound_multipart	1	Explain we need to use the Baker-Campbell-Hausdorff formula with $\hat{A} = \alpha_1 \hat{a}^\dagger$ and $\hat{B} = -\alpha_1 \hat{a}$. The result has three exponentials.
te_0715_c04	te_0715	not_a_requirement	1	In the first exponential, we need to use the commutation relation $[\hat{a}, \hat{a}^\dagger] = 1$ to simplify the expression.
te_0715_c05	te_0715	not_a_requirement	1	The second exponential survives to the final expression.
te_0715_c06	te_0715	compound_multipart;not_a_requirement	2	In the third exponential, we need to use that $\hat{a}$ annihilates the vacuum state $\hat{a} |\varnothing\rangle = 0$. Hence after Taylor expanding the exponential, we get $e^{-\alpha_1\hat{a}} |\varnothing\rangle = |\varnothing\rangle$.
te_0717_c01	te_0717	compound_multipart	1	Identifies and points out to the student that they incorrectly stated that the ground states have to be unique. In the examples from the chapter this is the case, but it doesn't have to be true in general.
te_0717_c02	te_0717	compound_multipart	1	Explain that $H$ and $H$' are two different Hamiltonians. They do not have to have the same ground state.
te_0719_c01	te_0719	not_a_requirement;under_specified	2	Student is confused.
te_0719_c02	te_0719	not_a_requirement	1	The speed of light is never achieved.
te_0719_c03	te_0719	not_a_requirement	1	Reasoning: something along the lines of summation rule of velocities in special relativity.
te_0720_c01	te_0720	under_specified	1	Answer: roughly 10000 years.
te_0721_c01	te_0721	compound_multipart;not_a_requirement	2	Cosh and sinh are hyperbolic trigonometric functions. They are closely related to usual trigonometric functions.
te_0721_c02	te_0721	not_a_requirement	1	Formulas: cosh(x) = (e^x+e^{-x}) / 2 and cosh(x) = (e^x-e^{-x}) / 2.
te_0722_c01	te_0722	not_a_requirement	1	This is referring to the fact that a constant acceleration feels like a constant gravity.
te_0723_c02	te_0723	not_a_requirement	1	General relativity predicts that clocks run slower in stronger gravitational fields, hence the altitute makes a difference.
te_0724_c01	te_0724	not_a_requirement	1	Maser stands for microwave amplification by stimulated emission of radiation.
te_0724_c02	te_0724	not_a_requirement	1	Hydrogen maser is a device that uses properties of the hydrogen atom to serve as a precise clock or a frequency reference.
te_0725_c02	te_0725	not_a_requirement	1	While General Relativity assumes that the inertial and gravitational mass are equal (known as the equivalence principle), it is not a new prediction of the theory.
te_0725_c03	te_0725	not_a_requirement	1	Effects such as time dilation are more striking predictions of General Relativity.
te_0726_c01	te_0726	not_a_requirement	1	Mass per unit length increases causing wave speed to decrease
te_0726_c02	te_0726	not_a_requirement	1	To maintain constant frequency, wavelength decreases on heavier rope
te_0727_c01	te_0727	under_specified	1	answer is yes
te_0728_c01	te_0728	not_a_requirement	1	speed is the ratio of rigidity modulus to density
te_0729_c01	te_0729	not_a_requirement;observational_verdict	2	Yes the motion is periodic
te_0729_c02	te_0729	not_a_requirement	1	More precisely explain linear simple harmonic motion
te_0730_c01	te_0730	under_specified	1	Explain restoring force
te_0731_c01	te_0731	not_a_requirement	1	Ultimately, it's a matter of an experiment or a simulation.
te_0732_c01	te_0732	not_a_requirement	1	SHM is where the restoring force proportional to the displacement from mean position and acts towards mean position
te_0733_c01	te_0733	vague_qualifier	1	Identifies that the student does not properly understand what the term 'work' refers to.
te_0733_c03	te_0733	not_a_requirement	1	In this example, we would have to put work into raising the ball to a certain height before dropping it on the spring.
te_0734_c01	te_0734	compound_multipart	1	Identifies and points out to the student that they are confused about the meaning of the minus sign.
te_0734_c03	te_0734	compound_multipart;hedging	2	Explain that the minus sign is a convention. It could have been a plus sign, but then the force would have been in the same direction as the displacement.
te_0735_c02	te_0735	not_a_requirement	1	Can be done by using step-up transformers during transmission
te_0736_c01	te_0736	not_a_requirement	1	Talk about semiconductor diodes, thyristors
te_0737_c01	te_0737	not_a_requirement;observational_verdict	2	Yes, it depends on temperature
te_0739_c01	te_0739	not_a_requirement	1	It depends on the type of transformation
te_0739_c02	te_0739	not_a_requirement;observational_verdict	2	It is a property of the correlation coefficient that it is invariant under translation and scaling (by a positive scalar), which are concrete examples of bijective transformations of the plane
te_0740_c01	te_0740	not_a_requirement	1	The correlation coefficient $r$ computer the linear relationship between two random variables, but makes no assumption about whether these indeed are linear or not
te_0740_c02	te_0740	negation_double;not_a_requirement	2	If they are not linear, $r$ will have some value in the open interval $(-1,1)$, but we can't say much more without knowing the exact values of the variable
te_0741_c01	te_0741	not_a_requirement	1	In the sense of the correlation coefficient, this is when the correlation is $0$
te_0741_c02	te_0741	not_a_requirement	1	There are many pairs of variables $X,Y$ that achieve this, so $r=0$ does not imply any unique $(X,Y)$ configuration
te_0741_c03	te_0741	not_a_requirement	1	A typical plot of $(X,Y)$ with $r=0$ is a circle of dots
te_0742_c02	te_0742	not_a_requirement	1	The final result is Var=n*p*(1-p) or Var=n*p*q.
te_0743_c01	te_0743	compound_multipart	1	Identifies and points out to the student that they are confused about the hypergeometric distribution and its relationship with the binomial distribution.
te_0743_c02	te_0743	compound_multipart;not_a_requirement	2	Hypergeometric distribution describes the probability of k successes in n draws from a finite population of size N that contains exactly K successes, without replacement of the draws. When the population is large, the hypergeometric distribution is approximately the binomial distribution.
te_0744_c01	te_0744	not_a_requirement	1	The binomial coefficient is a combination of n and k.
te_0744_c02	te_0744	not_a_requirement	1	There is a formula to calculate it.
te_0745_c02	te_0745	not_a_requirement	1	Expanding P(X > 10) to P(X = 11) + P(X = 12) + ... + P(X = 15)
te_0745_c03	te_0745	not_a_requirement	1	Calculate each P(X = x) and add them together.
te_0746_c01	te_0746	not_a_requirement	1	A probablity density function is a function that describes the probability of a random variable taking a certain value.
te_0746_c02	te_0746	not_a_requirement	1	It's a key concept in probability theory.
te_0746_c03	te_0746	not_a_requirement	1	It describes the probability of continuous random variables.
te_0747_c01	te_0747	not_a_requirement	1	**Independent variables** are the factors that are manipulated or specified by the experimenter (i.e., the input).
te_0747_c02	te_0747	not_a_requirement	1	**Dependent variables** are the factors that respond to changes in the independent variables (i.e., the output).
te_0748_c01	te_0748	compound_multipart	1	Identifies and points out to the student that they are confused
te_0748_c02	te_0748	not_a_requirement	1	in linear regression, we're not adding the physical quantities of these features together.
te_0748_c03	te_0748	not_a_requirement	1	we're combining them in a mathematical model that attempts to describe how these features, each weighed by its own coefficient, jointly influence the dependent variable.
te_0749_c01	te_0749	not_a_requirement	1	Linear regression can be used for both
te_0750_c01	te_0750	not_a_requirement	1	Go to the CRAN website and follow the instructions there.
te_0751_c02	te_0751	not_a_requirement	1	R was specifically created for statistical analysis and data visualization.
te_0751_c03	te_0751	not_a_requirement	1	In the data science community, it's not uncommon for professionals to use both
te_0752_c01	te_0752	not_a_requirement	1	In R, everything is treated as an object
te_0752_c02	te_0752	not_a_requirement	1	Since data structures like vectors and data frames are objects, they can have associated methods that make data manipulation and analysis more intuitive.
te_0753_c02	te_0753	not_a_requirement;vague_qualifier	2	A good answer should include the mathematical formulations of the KKT condition.
te_0753_c03	te_0753	not_a_requirement;vague_qualifier	2	A good answer should also provide more analysis of the proof step that the student is confused about.
te_0754_c02	te_0754	compound_multipart;not_a_requirement	2	The mapping function can not be arbitrary. It must satisfies the properties of a kernel function, which is usually ensured by ensuring the function is symmetric and positive semi-definite, also known as satisfying Mercer's condition.
te_0755_c01	te_0755	compound_multipart	1	Identifies and points out to the student that they are confused.
te_0755_c02	te_0755	compound_multipart;not_a_requirement	2	The key difference lies in the condition that ||w|| = 1. There's no direct relationship between the previous optimization constraint and M because we don't know ||w|| yet.
te_0755_c03	te_0755	not_a_requirement	1	Since M is the minimum distance, y_i(w^Tx_i + b) is at least M.
te_0756_c01	te_0756	compound_multipart	1	Identifies and points out to the student that they mix the concept of Central Limit Theorem and Law of Large Numbers
te_0756_c02	te_0756	not_a_requirement	1	LLN concerns the convergence of sample means to the population mean, while the CLT deals with the distribution of these sample means.
te_0757_c01	te_0757	not_a_requirement	1	While the Law of Large Numbers is indeed very intuitive, its formal statement as a theorem in probability theory is significant!
te_0757_c02	te_0757	not_a_requirement	1	It justifies why we can use sample means as reliable estimates of population means and why increasing sample size generally leads to better estimates.
te_0757_c03	te_0757	not_a_requirement	1	Its full version specifies the conditions under which the convergence occurs and the nature of this convergence (e.g., almost surely, in probability).
te_0758_c01	te_0758	not_a_requirement	1	P(A AND B) means the probability that both events A and B occur.
te_0758_c02	te_0758	not_a_requirement	1	By dividing P(A AND B) by P(B), we are adjusting our calculation to consider only those cases where B occurs.
te_0759_c02	te_0759	not_a_requirement	1	The complement of a set depends on the sample space in the context
te_0760_c01	te_0760	not_a_requirement;vague_qualifier	2	A good example is the experiment of tossing a fair coin
te_0760_c02	te_0760	compound_multipart;hedging;not_a_requirement	3	If you toss the coin, say, 5 times, you might get a sequence like H, T, T, H, H. This does not match the expected probability exactly.
te_0760_c03	te_0760	compound_multipart;not_a_requirement	2	As you continue to increase the number of tosses to 1,000; 10,000; or even more, the proportion of heads (or tails) will get closer and closer to 50%.
te_0761_c01	te_0761	not_a_requirement;vague_qualifier	2	When we introduce a condition, this condition effectively reduces the original sample space to only those outcomes where the condition is true.
te_0762_c01	te_0762	compound_multipart	1	Identifies and points out to the student that they are confused with the abbreviation.
te_0762_c02	te_0762	not_a_requirement	1	In the textbook, PDF refers to Probability Distribution Function
te_0762_c03	te_0762	not_a_requirement	1	In some literature, PDF refers to Probability Density Function
te_0763_c01	te_0763	not_a_requirement	1	P(x>1) = P(x=2) + P(x=3) + P(x=4)
te_0764_c01	te_0764	not_a_requirement	1	The probability needs to be between 0 and 1 (inclusive).
te_0765_c01	te_0765	not_a_requirement	1	'discrete' in 'discrete random variable' refers to the type of values that the variable can take.
te_0765_c02	te_0765	not_a_requirement	1	a discrete random variable is one that can assume a countable number of distinct values.
te_0766_c01	te_0766	hedging;not_a_requirement	2	individual random events can be unpredictable and may follow any distribution.
te_0766_c02	te_0766	not_a_requirement	1	However, when you start combining lots of these random events together and look at their average, the randomness starts to cancel out.
te_0766_c03	te_0766	hedging;not_a_requirement	2	The result tends to converge towards a predictable, stable shape (the bell curve), which is the essence of the normal distribution.
te_0767_c01	te_0767	not_a_requirement;vague_qualifier	2	A good answer should be nicely formatted and correctly summarize the entire chapter's content, including CLT, sample statistics, and the setup of the collaborative classroom activity.
te_0768_c02	te_0768	compound_multipart	1	Identifies and points out to the student that they also mixes the concept of Central Limit Theorem and Law of Large Numbers
te_0768_c03	te_0768	not_a_requirement	1	LLN concerns the convergence of sample means to the population mean, while the CLT deals with the distribution of these sample means.
te_0769_c02	te_0769	hedging;not_a_requirement	2	The distribution of median could be approximately normal, but the proof technique is different from that of CLT.
te_0770_c01	te_0770	hedging	1	Affirms that the student is correct when they say that more difficult distributions may require more than 30 samples for the mean and sum to behave as a normal distribution.
te_0770_c02	te_0770	hedging;not_a_requirement;vague_qualifier	3	A good answer ideally describes the scenarios in which a sample size of 30 is not enough.
te_0770_c03	te_0770	not_a_requirement;vague_qualifier	2	A good answer should include the fact that 30 is a general rule-of-thumb for CLT.
te_0771_c01	te_0771	compound_multipart	1	Identifies and points out to the student that they confuse the distribution of sample means with the distribution of the data itself.
te_0771_c02	te_0771	not_a_requirement	1	The distribution of sample means becomes approximately normal due to the CLT, not the data distribution itself
te_0772_c01	te_0772	hedging;not_a_requirement	2	As a general guideline, statisticians often use the rule of thumb that a sample size of 30 or more is considered 'large enough' for the CLT to be applicable.
te_0772_c02	te_0772	not_a_requirement	1	the specific requirements can vary based on the circumstances of the data and analysis.
te_0773_c01	te_0773	compound_multipart;hedging;not_a_requirement	3	the assumption of sampling with replacement is not a strict requirement; rather, it is a simplifying assumption that is often made in theoretical discussions or introductory explanations.
te_0775_c02	te_0775	not_a_requirement	1	It's {3, 6, 9, ...}, not {3, 6, 8, ...}
te_0776_c01	te_0776	compound_multipart	1	Identifies that the student has a misconception about the definition of sets. It is not impossible for them to have infinitely many elements.
te_0776_c02	te_0776	not_a_requirement	1	A set can certainly have infinitely many elements
te_0777_c01	te_0777	not_a_requirement	1	'and' in Example 4 can be replaced with 'or' or other logical operators depending on what you're trying to describe with the set.
te_0778_c01	te_0778	not_a_requirement	1	'...' is a common mathematical shorthand used to indicate a clear, predictable pattern within the elements of the set.
te_0778_c02	te_0778	hedging;not_a_requirement	2	Mathematical notation often relies on the context in which it is used.
te_0778_c03	te_0778	not_a_requirement	1	expressing sets with a large number of elements or a simple, repeating pattern would be unnecessarily verbose and cumbersome
te_0779_c01	te_0779	not_a_requirement	1	We need to calculate the probabilities of the number of components that fail in one year.
te_0779_c02	te_0779	not_a_requirement	1	We use the binomial distribution to model the number of failures in one year.
te_0780_c01	te_0780	compound_multipart	1	Identifies and points out to the student that they are confused
te_0780_c02	te_0780	not_a_requirement	1	pm is computed by cbinom, which refers to 1 - cumulative mass probability
te_0780_c03	te_0780	not_a_requirement	1	That is, pm refers to the probability of the binomial random variable greater than some threshold
te_0781_c01	te_0781	not_a_requirement	1	ibinom is the probability mass function (pmf)
te_0781_c02	te_0781	not_a_requirement	1	cbinom is 1 - cumulative mass function (note that this is not cmf, but 1 minus it)
te_0782_c01	te_0782	not_a_requirement	1	'success' and 'failure' are just the convention in the literature
te_0782_c02	te_0782	not_a_requirement	1	Bernoulli trials only concern events with 2 outcomes
te_0783_c01	te_0783	compound_multipart;not_a_requirement	2	A Bernoulli distribution is the simplest case of a binary outcome. It describes an experiment that has only two possible outcomes (success or failure)
te_0783_c02	te_0783	compound_multipart;not_a_requirement	2	A Binomial distribution is essentially an extension of the Bernoulli distribution. It describes the number of successes in a fixed number of independent Bernoulli trials.
te_0784_c01	te_0784	not_a_requirement	1	The explanation should explain what each entry means in the tabular (for instance, there are two subgroups and there are 10 questions asked to each participant.
te_0784_c02	te_0784	not_a_requirement	1	The explanation should explain that the three profiles include answers to the 10 questions.
te_0784_c03	te_0784	not_a_requirement	1	The explanation should talk about the key formulas to use, such as Bayes' Rule.
te_0785_c01	te_0785	not_a_requirement	1	The summary should include the common approach of applying Bayes's rule to choose hypothesis given evidence, when we have a representative sample of co-occurance of hypothesis and evidence.
te_0786_c01	te_0786	compound_multipart	1	Identifies and points out to the student that they are confusing two different concepts.
te_0786_c02	te_0786	compound_multipart;over_specified	2	Identifies that the student is correct that Bayes' rule does not assume independence. However, notes that the first paragraph is talking about Bayes' rule applied to choosing hypothesis given evidence. In this particular application, we assume that the probability of one piece of evidence is independent of other pieces given a hypothesis.
te_0787_c01	te_0787	not_a_requirement	1	This questions is asking about the CDF of the given random variable
te_0787_c02	te_0787	compound_multipart;not_a_requirement	2	Repeated values are allowed, it means that the random variable can take the same value in different scenarios. You should sum the probabilities of classes that map to a same value in your calculation.
te_0788_c01	te_0788	not_a_requirement;vague_qualifier	2	A good answer should include the mathematical definition of the two probability distributions, and how to use them in practice.
te_0788_c02	te_0788	compound_multipart;not_a_requirement	2	Poisson distribution gives the number of events to occur during a time interval, while exponential distribution gives the time between the occurance of two events. Poisson distirubtion is discrte while exponential distribution is continuous.
te_0789_c01	te_0789	not_a_requirement	1	Each event that two coin flips match is 1/2.
te_0789_c02	te_0789	not_a_requirement	1	The probabiliy of k matches follows a binomial distribution with p = 1/2.
te_0790_c01	te_0790	compound_multipart;not_a_requirement;over_specified	3	If you look at the other probabilities, e.g. for $1$, $2$ matches, and so on, you will see that they are decreasing. That the probabilities are zero for $11$ or more matches is simply an artifact of the numerical display of the probabilities, and that they are not actually zero, but only very small
te_0790_c02	te_0790	not_a_requirement	1	This shows that one should not blindly trust the numerical computation
te_0791_c01	te_0791	compound_multipart;not_a_requirement;observational_verdict;over_specified	4	No. Even though the die is symmetric in the sense that all its six faces are equally likely to come up, the _values_ these faces have are different. It's the values of these faces that influence the subsequent experiment, and hence on the level of probabilities, symmetry can not be achieved (in the sense of arriving at a probability mass function) whose graph is symmetrical in some sense
te_0792_c01	te_0792	not_a_requirement	1	Talking systematically about probabilities leads to the field of probabilistic programming
te_0792_c02	te_0792	not_a_requirement	1	The solutions provided here were ad-hoc
te_0792_c03	te_0792	hedging;not_a_requirement	2	Every solution that was numerically computer here could also have been computed in an analytic manner, with pen and paper, since the starting probabilities are sufficiently easy
te_0793_c01	te_0793	compound_multipart;not_a_requirement	2	This is not wrong. It is called a two-step experiment, where the second one depends on the first one
te_0794_c01	te_0794	not_a_requirement	1	Ignoring less likely outcomes in convolutios can lead to inaccurate results.
