bucket	criterion_id	decision	before	after	rationale																		11
not_a_requirement	te_0691_c01	flag_for_human	A concave lens of large focal length combined with the given convex lens	Identifies that a concave lens of large focal length of higher dispersion glass must be combined with a convex lens.	"The criterion is a bare sentence fragment, not a checkable requirement on the tutor's response, and its embedded physics claim about achromatic doublet construction appears garbled/incorrect, so a human should decide."																		
not_a_requirement	te_0691_c02	reword	used to reduce chromatic aberration	States that an achromatic doublet is used to reduce chromatic aberration.	Reframed the bare fragment as a checkable requirement on the tutor's response.																		
not_a_requirement	te_0692_c01	reword	chromatic aberration is the inability of a lens to converge all wavelengths of light at a point	States that chromatic aberration is the inability of a lens to converge all wavelengths of light at a single point.	Reframed the bare fact into a positively framed requirement on the tutor's response.																		
not_a_requirement;observational_verdict	te_0693_c01	reword	Yes mirrors exhibit sherical aberration	Confirms that mirrors also exhibit spherical aberration.	Converted the bare verdict into a positively framed requirement on the tutor's response and fixed the typo.																		
not_a_requirement	te_0694_c02	reword	$R_1$ and $R_2$ have to be changed accordingly with appropriate sign conventions	States that R1 and R2 must be assigned according to the appropriate sign conventions for the lens surfaces.	Reframed the bare fact into a positive requirement on the tutor's response.																		
not_a_requirement	te_0695_c01	reword	Rays fail to converge beacuse of different focal lengths due to varying distance of the rays from the lens	Explains that rays at different distances from the optic axis are refracted to different focal points because they effectively experience different focal lengths.	Reframed the bare observation as a requirement on the tutor's explanation and fixed the typo.																		
compound_multipart;not_a_requirement	te_0696_c01	reword	"If two systems are described by Hilbert spaces H1 and H2, then the combined system is described by the tensor product of the two."	"States that if two systems are described by Hilbert spaces H1 and H2, then the combined system is described by the tensor product H1 _ H2."	Reframed the bare fact as a positive requirement on the tutor's response.																		
not_a_requirement;under_specified	te_0697_c01	flag_for_human	Hermitian and unitary operators	Explains what Hermitian and unitary matrices are and extends them to operators.	"This is a bare topic label, not a checkable requirement on the tutor's response, and cannot be salvaged by rewording without inventing new scope."																		
not_a_requirement;under_specified	te_0697_c02	reword	Exponentiation of matrices	"Explains that a function of an operator, such as the exponential, is defined via its power series expansion applied to powers of the operator."	"Turned the bare topic label into a checkable requirement on the tutor's response, preserving the passage's meaning."																		
not_a_requirement;under_specified	te_0697_c03	flag_for_human	Projectors	Explains how projectors are used to isolate a vector’s component in a subspace and how projectors are combined.	The criterion is a bare topic label with no checkable requirement on the tutor's response; a human must specify what about projectors must be stated.																		
not_a_requirement	te_0697_c04	reword	Direct sums and tensor products of Hilbert spaces	"Explains the distinction between the direct sum and the tensor product of Hilbert spaces, including their respective dimensions."	"The fragment is a topic label, not a requirement; reworded into a checkable action on the tutor's response reflecting the passage's content."																		
not_a_requirement;under_specified	te_0698_c01	flag_for_human	Student is confused.	Acknowledges that the student doesn’t understand multi-dimensional complex vector spaces.	"This is an observation about the student's state, not a checkable requirement on the tutor's response, and cannot be salvaged without inventing a new requirement."																		
not_a_requirement	te_0698_c02	reword	"The Hilbert space parameterizes the states of the system, not its spatial extent."	"States that the Hilbert space parameterizes the states of the system, not its spatial extent."	Converted the bare fact into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0699_c01	reword	"Using the formula $(A\otimes B)(C \otimes D)=(AC) \otimes (BD), one sees that A^-1 \otimes B^-1 is the inverse of A \otimes B."	Uses the property $(A\otimes B)(C \otimes D)=(AC) \otimes (BD)$ to show that $A^{-1} \otimes B^{-1}$ is the inverse of $A \otimes B$.	"Reframed the observation as a positive, checkable requirement on the tutor's response, leading with an action verb."																		
not_a_requirement;vague_qualifier	te_0700_c01	reword	The expression is well defined because the sum converges.	States that the expression in Eq. (1.30) is well defined because the power series sum converges.	Reframed the bare fact as a checkable requirement on the tutor's response.																		
not_a_requirement	te_0701_c01	reword	Prove the formula (e.g. by cyclic property).	"Derives the formula _A_=Tr(|____|A), for example using the cyclic property of the trace."	Reframed the bare imperative as a checkable requirement on the tutor's response.																		
compound_multipart;not_a_requirement	te_0702_c01	split	$\rho \geq 0$ means that the density operator is positive semidefinite. Explain what this means.	States that $\rho \geq 0$ means the density operator is positive semidefinite. ||| Explains what positive semidefiniteness means (its eigenvalues are non-negative).	Bundles a factual statement and a separate explanation into two atomic requirements framed as tutor actions.																		
not_a_requirement	te_0702_c02	reword	This is required in order to get non-negative probabilities.	Explains that the _ ≥ 0 condition is necessary to ensure non-negative probabilities.	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0703_c01	reword	Replace occurence of |+_ by |1_.	States that the |+_ state in the original example is replaced by the |1_ state.	Reframed the bare instruction into a checkable requirement on the tutor's response.																		
not_a_requirement	te_0703_c02	reword	Coefficients in the sum should correspond to the probabilities: 0.6|0__0| + 0.4|1__1|.	"States that the density operator is _ = 0.6|0__0| + 0.4|1__1|, with coefficients equal to the coin-toss probabilities."	Rewrote the bare formula into a positively framed requirement on the tutor's response.																		
not_a_requirement;under_specified	te_0704_c01	flag_for_human	Student is confused.	Acknowledges that the student doesn't understand how to recover the pure state from the mixed state.	"This is an observation about the student, not a checkable requirement on the tutor's response, and cannot be salvaged without inventing new scope."																		
compound_multipart;not_a_requirement	te_0704_c02	reword	Mixed state means that you only have partial information. You cannot recover full information from the partial one.	"States that a mixed state represents partial information, so the full information of a pure state cannot be recovered from it."	Reframed the bare statement into a single positively-framed requirement on the tutor's response.																		
compound_multipart	te_0706_c01	reword	Identifies and points out to the student that they made a mistake.	States that the student is mistaken in thinking Planck's law diverges as _ _ ∞.	Reframed the vague 'points out a mistake' into a checkable requirement identifying the specific error about Planck's law divergence.																		
not_a_requirement	te_0706_c02	reword	"The numerator in $u=\frac{\omega^{2}}{\pi^{2} c^{3}} \frac{\hbar \omega}{\exp \left\{\hbar \omega / k_{\mathrm{B}} T\right\}-1}$ diverges, but the denomiantor diverges even faster, so the whole expression goes to zero."	"Explains that although the numerator grows with _, the exponential in the denominator grows faster, so Planck's law tends to zero as _ _ ∞ and does not diverge."	"Reframed the bare observation into a positively framed requirement on the tutor's response, preserving the physics content."																		
compound_multipart;not_a_requirement	te_0707_c02	reword	"However, in this context, the textbook uses the term 'Planck's constant' to refer to the reduced Planck's constant $\hbar = \frac{h}{2\pi}$. This is a common piece of terminology in quantum mechanics."	"Explains that the textbook's 'Planck's constant' refers to the reduced Planck's constant _ = h/(2π), which is why its value is about 1.055_10___ J·s rather than 6.63_10___ J·s."	Reframed the descriptive statement into a checkable requirement on the tutor's response that resolves the student's confusion.																		
not_a_requirement	te_0708_c01	reword	"In quantum mechanics, energy levels can be negative."	States that energy levels can be negative in quantum mechanics.	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
vague_qualifier	te_0708_c03	split	Give an example of a particle in a potential well and explain that the energy levels are negative because the particle has to do work to escape the well.	Provides an example of a particle in a potential well ||| Explains that the energy levels are negative because the particle must do work (gain energy) to escape the well	The criterion bundles two independent tutor actions—giving an example and giving the physical explanation—so they are split into atomic requirements.																		
compound_multipart	te_0709_c01	flag_for_human	Identifies and points out to the student that they are confused about a calculation.	Identifies that the student is confused about the integral calculation.	"The student's question is a straightforward derivation request with no visible confusion or calculation error, so this criterion mischaracterizes the prior turn and is not checkable."																		
compound_multipart	te_0711_c02	reword	Show that the normalization drops out when performing a Fourier transform followed by its inverse.	"Demonstrates that applying a Fourier transform followed by its inverse recovers the original function, so the normalization factors cancel."	Reframed as a positive checkable requirement on the tutor's response without changing the mathematical content.																		
compound_multipart	te_0712_c01	reword	Identifies and points out to the student that they are confused about the notation in equation \eqref{10.4.2}.	Acknowledges that the student is confused about the determinant notation in equation (10.4.2).	Reworded as a single checkable requirement on the tutor's response and removed the LaTeX reference formatting.																		
compound_multipart;not_a_requirement	te_0712_c02	reword	"The notation with a matrix $A$ enclosed between two vertical bars, $|A|$, denotes the determinant of a matrix. Other commonly-used conventions is $\det(A)$."	"Explains that the vertical bars around the array denote the determinant of the matrix, sometimes written $\det(A)$."	Reframed the bare fact into a positively framed requirement on the tutor's response while preserving the notation content.																		
not_a_requirement	te_0712_c03	reword	The equation \eqref{10.4.2} is indeed a function obtained by taking the determinant of a $3 \times 3$ matrix.	"Explains that equation (10.4.2) is a function obtained by taking the determinant of a 3_3 matrix, not a matrix itself."	Reframed the bare fact into a positively framed requirement on the tutor's response.																		
compound_multipart	te_0713_c01	reword	Identifies and points out to the student that they are confused about the meaning of the function $P_l(\cos \theta)$ which wasn't introduced explicitly in this chapter.	Identifies that $P_l$ denotes the Legendre polynomials appearing in the partial-wave expansion of the scattering amplitude.	Reframed the student-observation into a checkable requirement on the tutor's response identifying what $P_l$ means.																		
not_a_requirement	te_0713_c02	reword	"$P_l$ is not a variable, it's a function."	Points out that $P_l$ is not a variable but a function (the Legendre polynomial).	Reframed the bare fact as a positively-framed requirement on the tutor's response.																		
not_a_requirement	te_0713_c03	reword	"$P_l(\cos \theta)$ denotes the $l$-th Legendre polynomial, which is a function of the cosine of the angle $\theta$."	"States that $P_l(\cos\theta)$ denotes the $l$-th Legendre polynomial, a function of $\cos\theta$."	Reframed the bare fact as a positive requirement on the tutor's response.																		
not_a_requirement	te_0714_c01	reword	This equation describes the asymptotic form of the wave function and is a superposition of two terms.	Explains that Eq. (10.4.8) gives the asymptotic form of the scattering wave function as a superposition of an incident wave and a scattered wave.	Reframed the bare statement into a positively framed requirement on the tutor identifying the two terms.																		
not_a_requirement	te_0714_c02	reword	"The first term describes the incident wave, which is a plane wave travelling in the $z$ direction with a wavenumber $k$."	"States that the first term represents the incident wave, a plane wave travelling in the z direction with wavenumber k."	Reframed the bare fact as a checkable requirement on the tutor's response.																		
compound_multipart;not_a_requirement	te_0714_c03	split	"The second term is the scattered wave, which is a spherical wave centered at the origin. Its coefficient $f(\theta)$ is the scattering amplitude."	"States that the second term in Eq. (10.4.8) is the scattered wave, an outgoing spherical wave centered at the origin. ||| States that the coefficient $f(\theta)$ of the second term is the scattering amplitude."	"Bundles two independent facts (identity of the second term and meaning of its coefficient) into one criterion, so split into atomic requirements."																		
compound_multipart	te_0715_c01	reword	Identifies and points out to the student that they are confused about a step in the derivation.	Acknowledges that the student is confused about the BCH step in the derivation.	"Reworded into a positively-framed, checkable requirement on the tutor's response; single action so no split needed."																		
not_a_requirement	te_0715_c02	flag_for_human	By BCH the student is referring to the Baker-Campbell-Hausdorff formula.	Confirms that the student is referring to the Baker-Campbell-Hausdorff formula by BCH.	"This is a restatement of what the student means, not a checkable requirement on the tutor's response."																		
compound_multipart	te_0715_c03	split	Explain we need to use the Baker-Campbell-Hausdorff formula with $\hat{A} = \alpha_1 \hat{a}^\dagger$ and $\hat{B} = -\alpha_1 \hat{a}$. The result has three exponentials.	States that the Baker-Campbell-Hausdorff formula is applied with $\hat{A} = \alpha_1 \hat{a}^\dagger$ and $\hat{B} = -\alpha_1 \hat{a}$. ||| States that applying the formula produces a product of three exponentials.	The criterion bundles the operator identification with the resulting three-exponential form; these are two independently checkable requirements.																		
not_a_requirement	te_0715_c04	reword	"In the first exponential, we need to use the commutation relation $[\hat{a}, \hat{a}^\dagger] = 1$ to simplify the expression."	"States that the commutation relation $[\hat{a}, \hat{a}^\dagger] = 1$ is used to evaluate the BCH prefactor exponential."	Reframed the bare observation into a checkable requirement on the tutor's response.																		
not_a_requirement	te_0715_c05	reword	The second exponential survives to the final expression.	"States that the e^{-__â} factor acting on the vacuum gives 1, so only the e^{__â†} exponential survives to the final expression."	"Reframed the bare observation as a requirement on the tutor's explanation, preserving the original meaning that the annihilation-operator exponential drops out."																		
compound_multipart;not_a_requirement	te_0715_c06	reword	"In the third exponential, we need to use that $\hat{a}$ annihilates the vacuum state $\hat{a} |\varnothing\rangle = 0$. Hence after Taylor expanding the exponential, we get $e^{-\alpha_1\hat{a}} |\varnothing\rangle = |\varnothing\rangle$."	"States that $\hat{a}|\varnothing\rangle = 0$ implies $e^{-\alpha_1\hat{a}}|\varnothing\rangle = |\varnothing\rangle$, since Taylor expanding the exponential leaves only the identity term acting on the vacuum."	Reframed the explanatory step as a single positively-framed requirement on the tutor's response.																		
compound_multipart	te_0717_c01	reword	"Identifies and points out to the student that they incorrectly stated that the ground states have to be unique. In the examples from the chapter this is the case, but it doesn't have to be true in general."	Corrects the student's belief that ground states must be unique by explaining that ground-state uniqueness is not guaranteed in general.	Single tutor action (correcting one misconception); removed the meta-observation and framed it as a checkable requirement.																		
compound_multipart	te_0717_c02	reword	Explain that $H$ and $H$' are two different Hamiltonians. They do not have to have the same ground state.	"Explains that $H$ and $H'$ are two different Hamiltonians, so they need not have the same ground state."	Single requirement about the tutor's explanation; removed the imperative framing and merged the clarifying clause into one action.																		
not_a_requirement;under_specified	te_0719_c01	flag_for_human	Student is confused.	Acknowledges that the student doesn’t understand how the spaceship could not reach the speed of light.	"This is a bare observation about the student's state, not a checkable requirement on the tutor's response, and cannot be salvaged without inventing new scope."																		
not_a_requirement	te_0719_c02	reword	The speed of light is never achieved.	Explains that the spaceship's velocity only approaches the speed of light asymptotically and never actually reaches it.	Reframed the bare fact as a requirement on the tutor's response to address the student's question.																		
not_a_requirement	te_0719_c03	reword	Reasoning: something along the lines of summation rule of velocities in special relativity.	"Explains, using the relativistic velocity addition rule, why constant proper acceleration does not bring the ship to the speed of light."	Turned a vague reasoning note into a positively framed requirement on the tutor's explanation.																		
under_specified	te_0720_c01	flag_for_human	Answer: roughly 10000 years.	States that the answer is around 15000 years.	"The stated answer appears factually wrong: for 10 years proper time at ~9.8 m/s^2, coordinate time is roughly 15,000 years (sinh of ~10.3), not 10,000, so a human should verify the numeric value."																		
compound_multipart;not_a_requirement	te_0721_c01	split	Cosh and sinh are hyperbolic trigonometric functions. They are closely related to usual trigonometric functions.	States that cosh and sinh are hyperbolic trigonometric functions. ||| States that cosh and sinh are closely related to the usual trigonometric functions.	"Bundles two independent factual requirements, so split into atomic requirements framed as tutor actions."																		
not_a_requirement	te_0721_c02	flag_for_human	Formulas: cosh(x) = (e^x+e^{-x}) / 2 and cosh(x) = (e^x-e^{-x}) / 2.	States the formulas: cosh(x) = (e^x+e^{-x}) / 2 and sinh(x) = (e^x-e^{-x}) / 2.	"The second formula is mislabeled cosh(x) but gives the sinh(x) expression (e^x-e^{-x})/2, so the embedded content is factually wrong and needs human correction."																		
not_a_requirement	te_0722_c01	reword	This is referring to the fact that a constant acceleration feels like a constant gravity.	Explains that 'gravity without gravity' refers to how a constant acceleration feels like a constant gravitational field.	Reframed the bare statement into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0723_c02	reword	"General relativity predicts that clocks run slower in stronger gravitational fields, hence the altitute makes a difference."	"Explains that clocks run slower in stronger gravitational fields (higher gravitational potential lower), so altitude affects the rate of time flow."	Reframed the bare fact as a positively framed requirement on the tutor's explanation while preserving the physics content.																		
not_a_requirement	te_0724_c01	reword	Maser stands for microwave amplification by stimulated emission of radiation.	States that maser stands for microwave amplification by stimulated emission of radiation.	Reframed the bare fact into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0724_c02	reword	Hydrogen maser is a device that uses properties of the hydrogen atom to serve as a precise clock or a frequency reference.	Explains that a hydrogen maser is a device that uses properties of the hydrogen atom to serve as a precise clock or frequency reference.	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0725_c02	reword	"While General Relativity assumes that the inertial and gravitational mass are equal (known as the equivalence principle), it is not a new prediction of the theory."	Explains that the equivalence of inertial and gravitational mass (the equivalence principle) is assumed by General Relativity rather than being a new prediction of the theory.	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0725_c03	reword	Effects such as time dilation are more striking predictions of General Relativity.	States that effects such as time dilation are more striking predictions of General Relativity.	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0726_c01	reword	Mass per unit length increases causing wave speed to decrease	States that the greater mass per unit length of the heavier rope causes the wave speed to decrease in that section.	Reframed the bare physics fact as a checkable requirement on the tutor's response.																		
not_a_requirement	te_0726_c02	reword	"To maintain constant frequency, wavelength decreases on heavier rope"	"States that because frequency stays constant across the interface and the wave travels slower in the heavier rope, the wavelength decreases in the heavier rope."	Reframed the bare fact as a positively framed requirement on the tutor's response while preserving the physics.																		
under_specified	te_0727_c01	reword	answer is yes	Confirms that the student is correct that a wave propagates faster through ice than through water.	Converted the bare verdict into a positively framed requirement stating what the tutor must confirm.																		
not_a_requirement	te_0728_c01	flag_for_human	speed is the ratio of rigidity modulus to density	Explains that the speed of a traverse wave in a solid is v = Sqrt(G/p) where G is the rigidity modulus and op is density.	"Embedded physics appears wrong: transverse wave speed in a solid is sqrt(shear modulus/density), not the ratio of rigidity modulus to density, so a human should verify before rewording."																		
not_a_requirement;observational_verdict	te_0729_c01	reword	Yes the motion is periodic	Confirms that the motion is periodic.	Converted a bare verdict into a checkable requirement on the tutor's response.																		
not_a_requirement	te_0729_c02	flag_for_human	More precisely explain linear simple harmonic motion	Precisely explains the concept of linear simple harmonic motion is.	"This is an instruction/note fragment rather than a checkable requirement on the tutor's response, and cannot be salvaged without inventing scope."																		
under_specified	te_0730_c01	reword	Explain restoring force	Explains that the negative sign appears because the spring's restoring force acts in the direction opposite to the displacement.	Reworded the vague fragment into a self-contained requirement on the tutor's response addressing the student's question about the negative sign.																		
not_a_requirement	te_0731_c01	reword	"Ultimately, it's a matter of an experiment or a simulation."	States that determining whether Hooke's law applies is ultimately established through experiment or simulation.	Reframed the bare observation as a positive requirement on the tutor's response.																		
not_a_requirement	te_0732_c01	reword	SHM is where the restoring force proportional to the displacement from mean position and acts towards mean position	States that simple harmonic motion is where the restoring force is proportional to the displacement from the mean position and acts toward the mean position.	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
vague_qualifier	te_0733_c01	reword	Identifies that the student does not properly understand what the term 'work' refers to.	Identifies that the student has a misconception about what the term 'work' refers to in physics.	Removed vague qualifier 'properly' and framed it as an observable requirement on the tutor's response.																		
not_a_requirement	te_0733_c03	reword	"In this example, we would have to put work into raising the ball to a certain height before dropping it on the spring."	"States that in the ball example, work must be done to raise the ball to a certain height before dropping it on the spring."	Reframed the bare observation into a positively framed requirement on the tutor's response.																		
compound_multipart	te_0734_c01	flag_for_human	Identifies and points out to the student that they are confused about the meaning of the minus sign.	Identifies and explains that the student doesn’t know why there is minus sign.	"The student simply asked why there is a minus sign; nothing indicates they are confused, so this criterion misattributes a confusion that cannot be checked against the response."																		
compound_multipart;hedging	te_0734_c03	flag_for_human	"Explain that the minus sign is a convention. It could have been a plus sign, but then the force would have been in the same direction as the displacement."		"The embedded claim is factually wrong: the minus sign encodes the physical fact that the restoring force opposes displacement, not an arbitrary convention that could be a plus sign."																		
not_a_requirement	te_0735_c02	reword	Can be done by using step-up transformers during transmission	States that power line losses can be reduced by using step-up transformers to transmit at higher voltage	"Reframed the bare fact as a positive requirement on the tutor's response, keeping the original content."																		
not_a_requirement	te_0736_c01	reword	"Talk about semiconductor diodes, thyristors"	Identifies semiconductor diodes and thyristors as materials or devices that do not obey Ohm's law.	"Reframed the bare topic note as a positively framed, checkable requirement on the tutor's response."																		
not_a_requirement;observational_verdict	te_0737_c01	reword	"Yes, it depends on temperature"	Confirms that resistivity also depends on temperature.	Converted the bare verdict into a requirement on the tutor stating the temperature dependence.																		
not_a_requirement	te_0739_c01	reword	It depends on the type of transformation	States that the effect on the correlation coefficient depends on the type of bijective transformation applied.	Reframed the bare observation into a positively framed requirement on the tutor's response.																		
not_a_requirement;observational_verdict	te_0739_c02	reword	"It is a property of the correlation coefficient that it is invariant under translation and scaling (by a positive scalar), which are concrete examples of bijective transformations of the plane"	"States that the correlation coefficient is invariant under translation and scaling by a positive scalar, which are examples of bijective transformations."	Reframed the bare property statement into a positively framed requirement on the tutor's response while preserving the mathematical content.																		
not_a_requirement	te_0740_c01	reword	"The correlation coefficient $r$ computer the linear relationship between two random variables, but makes no assumption about whether these indeed are linear or not"	Explains that the correlation coefficient r only measures the linear relationship between two variables and does not assess whether the relationship is actually linear.	"Reframed the garbled statement into a positive, judge-checkable requirement on the tutor's response while preserving its meaning."																		
negation_double;not_a_requirement	te_0740_c02	reword	"If they are not linear, $r$ will have some value in the open interval $(-1,1)$, but we can't say much more without knowing the exact values of the variable"	"Explains that when the variables are actually nonlinear, r still takes some value in the open interval (-1,1) but does not meaningfully describe the nonlinear relationship."	"Reworded into a positively framed requirement on the tutor's response, removing the double negation and stating the substantive point directly."																		
not_a_requirement	te_0741_c01	reword	"In the sense of the correlation coefficient, this is when the correlation is $0$"	"States that the most nonlinear relationship, in terms of the correlation coefficient, corresponds to a correlation of 0."	Reframed the bare fact into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0741_c02	reword	"There are many pairs of variables $X,Y$ that achieve this, so $r=0$ does not imply any unique $(X,Y)$ configuration"	"States that many different (X,Y) configurations can yield r=0, so a zero correlation does not imply a unique relationship between the variables."	Reframed the observation as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0741_c03	flag_for_human	"A typical plot of $(X,Y)$ with $r=0$ is a circle of dots"	"Gives an example of a typical plot of $(X, Y)$ with $r=0$, which would be a circle of dots."	"This is a bare content statement, not a requirement on the tutor's response, and its factual accuracy (a circular scatter as the canonical r=0 example) is questionable, so a human should decide."																		
not_a_requirement	te_0742_c02	reword	The final result is Var=n*p*(1-p) or Var=n*p*q.	"States that the final result is Var = n*p*(1-p), equivalently n*p*q."	Reframed the bare fact as a positive requirement on the tutor's response.																		
compound_multipart	te_0743_c01	flag_for_human	Identifies and points out to the student that they are confused about the hypergeometric distribution and its relationship with the binomial distribution.	"Identifies that the student wants a more intuitive explanation to the hypergeometric distribution, such as its relationship with the binomial distribution."	"The student simply asked for a more intuitive explanation; there is no evidence of confusion to identify, so this is not a checkable requirement on the tutor's response."																		
compound_multipart;not_a_requirement	te_0743_c02	split	"Hypergeometric distribution describes the probability of k successes in n draws from a finite population of size N that contains exactly K successes, without replacement of the draws. When the population is large, the hypergeometric distribution is approximately the binomial distribution."	"Explains that the hypergeometric distribution gives the probability of k successes in n draws, without replacement, from a finite population of size N containing exactly K successes. ||| States that when the population is large, the hypergeometric distribution is approximately the binomial distribution."	"Bundled two independent facts (definition and the large-population limit), so split into atomic requirements phrased as tutor actions."																		
not_a_requirement	te_0744_c01	reword	The binomial coefficient is a combination of n and k.	States that the binomial coefficient is a combination of n and k.	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0744_c02	reword	There is a formula to calculate it.	Provides the formula for calculating the binomial coefficient.	Turned a vague observation into a checkable requirement that the tutor supply the formula.																		
not_a_requirement	te_0745_c02	reword	Expanding P(X > 10) to P(X = 11) + P(X = 12) + ... + P(X = 15)	Expands P(X > 10) as the sum P(X = 11) + P(X = 12) + ... + P(X = 15).	Reworded the bare fragment into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0745_c03	reword	Calculate each P(X = x) and add them together.	States that one method is to calculate each P(X=x) for x=11 through 15 and sum them together.	Reworded the bare instruction into a checkable requirement on the tutor's response describing the summation method.																		
not_a_requirement	te_0746_c01	reword	A probablity density function is a function that describes the probability of a random variable taking a certain value.	Explains that a probability density function describes the probability of a continuous random variable taking values within a given range.	Reframed the bare fact into a requirement on the tutor and corrected the imprecise 'certain value' phrasing for a continuous PDF.																		
not_a_requirement	te_0746_c02	flag_for_human	It's a key concept in probability theory.	Explains the importance of a probability density function because it is a key concept in probability theory.	"This is a bare observation, not a checkable requirement on the tutor's response, and cannot be salvaged by rewording."																		
not_a_requirement	te_0746_c03	reword	It describes the probability of continuous random variables.	States that a probability density function describes the probability distribution of a continuous random variable.	Reframed the bare fact into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0747_c01	reword	"**Independent variables** are the factors that are manipulated or specified by the experimenter (i.e., the input)."	States that independent variables are the factors manipulated or specified by the experimenter (the input).	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0747_c02	reword	"**Dependent variables** are the factors that respond to changes in the independent variables (i.e., the output)."	"States that dependent variables are the factors that respond to changes in the independent variables, i.e., the output."	Reframed the bare definition as a positive requirement on the tutor's response.																		
compound_multipart	te_0748_c01	reword	Identifies and points out to the student that they are confused	Points out that the student has a misconception about how the input parameters are combined in the regression model.	Reworded the vague observation into a checkable requirement that the tutor addresses the student's misconception.																		
not_a_requirement	te_0748_c02	reword	"in linear regression, we're not adding the physical quantities of these features together."	States that linear regression does not add the raw physical quantities of the features together.	Reframed the bare observation into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0748_c03	reword	"we're combining them in a mathematical model that attempts to describe how these features, each weighed by its own coefficient, jointly influence the dependent variable."	"Explains that the inputs are each multiplied by their own coefficient, so the weighted terms rather than the raw differently-unit values are combined in the model."	Reframed the bare content statement into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0749_c01	reword	Linear regression can be used for both	States that linear regression can be used both for identifying important variables and for making predictions.	Reframed the bare fact as a positive requirement on the tutor's response.																		
not_a_requirement	te_0750_c01	reword	Go to the CRAN website and follow the instructions there.	Directs the student to the CRAN website and its installation instructions to install R.	Reframed the bare instruction as a checkable requirement on the tutor's response.																		
not_a_requirement	te_0751_c02	reword	R was specifically created for statistical analysis and data visualization.	States that R was specifically created for statistical analysis and data visualization.	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0751_c03	reword	"In the data science community, it's not uncommon for professionals to use both"	States that many data science professionals use both R and Python.	Reframed the bare fact into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0752_c01	reword	"In R, everything is treated as an object"	"States that in R, everything is treated as an object."	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0752_c02	reword	"Since data structures like vectors and data frames are objects, they can have associated methods that make data manipulation and analysis more intuitive."	"States that data structures like vectors and data frames are objects that can have associated methods, making data manipulation and analysis more intuitive."	Reframed the bare fact as a positive requirement on the tutor's response.																		
not_a_requirement;vague_qualifier	te_0753_c02	reword	A good answer should include the mathematical formulations of the KKT condition.	Provides the mathematical formulation of the KKT conditions.	"Removed the vague 'good answer' framing and 'should include' hedge, restating it as a firm requirement on the tutor's response."																		
not_a_requirement;vague_qualifier	te_0753_c03	reword	A good answer should also provide more analysis of the proof step that the student is confused about.	Provides analysis of the step transitioning from the min-max primal problem to its dual form.	Removed the vague qualifier 'good answer should also' and framed it as a concrete requirement tied to the student's specific confusion about the min-max to dual transition.																		
compound_multipart;not_a_requirement	te_0754_c02	reword	"The mapping function can not be arbitrary. It must satisfies the properties of a kernel function, which is usually ensured by ensuring the function is symmetric and positive semi-definite, also known as satisfying Mercer's condition."	"States that the mapping function cannot be arbitrary but must be a valid kernel that is symmetric and positive semi-definite, satisfying Mercer's condition."	Reframed as a single positive requirement on the tutor's response while preserving the mathematical content.																		
compound_multipart	te_0755_c01	reword	Identifies and points out to the student that they are confused.	States that the student holds a misunderstanding about the constraint.	"Reworded into a single positively-framed requirement on the tutor's response; the two verbs describe one action, so no split is needed."																		
compound_multipart;not_a_requirement	te_0755_c02	reword	The key difference lies in the condition that ||w|| = 1. There's no direct relationship between the previous optimization constraint and M because we don't know ||w|| yet.	"Explains that the constraint becomes y_i(w^Tx_i+b) ≥ M because of the imposed normalization ||w|| = 1, which fixes the relationship absent in the earlier unnormalized constraint."	"Reframed the bare explanatory statement into a single positive requirement on the tutor's response, tying the M-constraint to the ||w||=1 normalization."																		
not_a_requirement	te_0755_c03	reword	"Since M is the minimum distance, y_i(w^Tx_i + b) is at least M."	"Explains that since M is defined as the minimum distance, every observation satisfies y_i(w^Tx_i+b) ≥ M."	Reframed the bare fact as a positively framed requirement on the tutor's explanation.																		
